0.06709410	-0.04964210
-0.07522808	0.94017774
-0.21398521	1.93050363
-0.34917551	2.92132274
-0.48079722	3.91262222
-0.48779696	4.91162415
-0.46634956	5.91138654
-0.43141788	6.91076866
-0.38636414	7.90972611
-0.34511425	8.90885034
-0.27959434	9.90667693
-0.13009116	10.89410755
0.04414700	11.87879940
0.20199386	12.86625134
0.34340580	13.85619055
0.50748421	14.84251092
0.65238903	15.83192292
0.76928964	16.82503306
0.86376681	17.82051424
0.87199619	18.81918369
0.68418223	19.77471735
0.30054114	20.69060718
-0.06111075	21.61685635
-0.49322022	22.51587785
-1.02869992	23.35375348
-1.75086361	24.04516548
-2.43037688	24.77859550
-3.06552643	25.55079207
-3.72070278	26.30626206
-4.38391307	27.05468584
-5.03345192	27.81492084
-5.68268833	28.57542351
-6.36119988	29.30992627
-7.02918425	30.05352794
-7.69142056	30.80280952
-8.36523303	31.54169828
-9.02216735	32.29531380
-9.62632498	33.09174221
-10.20803715	33.90501576
-10.81512408	34.69927613
-11.39858111	35.51139613
-11.98357277	36.32232846
-12.56602732	37.13518485
-13.24553083	37.84115806
-14.17827254	38.15415739
-15.16050558	37.99500348
-16.05143533	37.54975803
-16.76070884	36.84918070
-17.24662389	35.98515100
-17.45536498	35.01192025
-17.70834107	34.04715450
-17.99443058	33.08897987
-18.25973104	32.12496864
-18.57118403	31.17485903
-18.85641016	30.21640509
-19.14127753	29.25809786
-19.39289507	28.29104546
-19.58862219	27.31056169
-19.78793896	26.33062962
-19.97377984	25.34806860
-20.13629529	24.36145718
-20.23767744	23.36679668
-20.39195438	22.37942760
-20.52596646	21.38850356
-20.67715534	20.40016049
-20.82870889	19.41171453
-20.97179923	18.42200798
-21.10641590	17.43111331
-21.23704729	16.43996900
-21.35834488	15.44743753
-21.33483928	14.45792123
-20.92307340	13.55940829
-20.31054035	12.77583960
-19.51622906	12.17227451
-18.73559919	11.54730571
-17.90875154	10.98605439
-17.06252611	10.45349452
-16.22909937	9.90086473
-15.39573477	9.34819858
-14.57971008	8.77022515
-13.74971494	8.21249975
-12.93072855	7.63878215
-12.13090266	7.03862193
-11.35079581	6.41304456
-10.56386311	5.79614726
-9.79190786	5.16080762
-9.00042418	4.54961734
-8.22713614	3.91708269
-7.42796600	3.31746747
-6.63250244	2.71858725
-5.77535020	2.20380416
-4.97012017	1.61218587
-4.09057562	1.13914974
-3.11559983	0.95613081
-2.14276619	0.72480574
-1.93381000	0.67085300
